,Unnamed: 0.1,Unnamed: 0,filepaths,pipelines,groups,contrast
25,145,145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,105,right-hand
26,156,156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-0_con.nii,spm-5-0-0,105,right-hand
27,157,157,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-105_right-hand_spm-5-0-1_con.nii,spm-5-0-1,105,right-hand
28,168,168,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,106,right-hand
29,169,169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,106,right-hand
30,180,180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-0-0_con.nii,spm-5-0-0,106,right-hand
31,181,181,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-106_right-hand_spm-5-0-1_con.nii,spm-5-0-1,106,right-hand
32,192,192,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,107,right-hand
33,193,193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,107,right-hand
34,204,204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_spm-5-0-0_con.nii,spm-5-0-0,107,right-hand
35,205,205,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-107_right-hand_spm-5-0-1_con.nii,spm-5-0-1,107,right-hand
36,216,216,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,108,right-hand
37,217,217,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,108,right-hand
38,228,228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_spm-5-0-0_con.nii,spm-5-0-0,108,right-hand
39,229,229,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-108_right-hand_spm-5-0-1_con.nii,spm-5-0-1,108,right-hand
40,240,240,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,109,right-hand
41,241,241,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,109,right-hand
42,252,252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_spm-5-0-0_con.nii,spm-5-0-0,109,right-hand
43,253,253,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-109_right-hand_spm-5-0-1_con.nii,spm-5-0-1,109,right-hand
44,264,264,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,10,right-hand
45,265,265,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,10,right-hand
46,276,276,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_spm-5-0-0_con.nii,spm-5-0-0,10,right-hand
47,277,277,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-10_right-hand_spm-5-0-1_con.nii,spm-5-0-1,10,right-hand
48,288,312,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,111,right-hand
49,289,313,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,111,right-hand
50,300,324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_spm-5-0-0_con.nii,spm-5-0-0,111,right-hand
51,301,325,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-111_right-hand_spm-5-0-1_con.nii,spm-5-0-1,111,right-hand
52,312,408,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,115,right-hand
53,313,409,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,115,right-hand
54,324,420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_spm-5-0-0_con.nii,spm-5-0-0,115,right-hand
55,325,421,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-115_right-hand_spm-5-0-1_con.nii,spm-5-0-1,115,right-hand
56,336,432,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,116,right-hand
57,337,433,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,116,right-hand
58,348,444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_spm-5-0-0_con.nii,spm-5-0-0,116,right-hand
59,349,445,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-116_right-hand_spm-5-0-1_con.nii,spm-5-0-1,116,right-hand
60,360,456,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,117,right-hand
61,361,457,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,117,right-hand
62,372,468,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_spm-5-0-0_con.nii,spm-5-0-0,117,right-hand
63,373,469,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-117_right-hand_spm-5-0-1_con.nii,spm-5-0-1,117,right-hand
64,384,528,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,11,right-hand
65,385,529,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,11,right-hand
66,396,540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_spm-5-0-0_con.nii,spm-5-0-0,11,right-hand
67,397,541,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-11_right-hand_spm-5-0-1_con.nii,spm-5-0-1,11,right-hand
68,408,552,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,120,right-hand
69,409,553,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,120,right-hand
70,420,564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_spm-5-0-0_con.nii,spm-5-0-0,120,right-hand
71,421,565,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-120_right-hand_spm-5-0-1_con.nii,spm-5-0-1,120,right-hand
72,432,576,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,121,right-hand
73,433,577,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,121,right-hand
74,444,588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_spm-5-0-0_con.nii,spm-5-0-0,121,right-hand
75,445,589,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-121_right-hand_spm-5-0-1_con.nii,spm-5-0-1,121,right-hand
76,456,624,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,123,right-hand
77,457,625,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,123,right-hand
78,468,636,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_spm-5-0-0_con.nii,spm-5-0-0,123,right-hand
79,469,637,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-123_right-hand_spm-5-0-1_con.nii,spm-5-0-1,123,right-hand
80,480,648,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,124,right-hand
81,481,649,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,124,right-hand
82,492,660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_spm-5-0-0_con.nii,spm-5-0-0,124,right-hand
83,493,661,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-124_right-hand_spm-5-0-1_con.nii,spm-5-0-1,124,right-hand
84,504,672,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,125,right-hand
85,505,673,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,125,right-hand
86,516,684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_spm-5-0-0_con.nii,spm-5-0-0,125,right-hand
87,517,685,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-125_right-hand_spm-5-0-1_con.nii,spm-5-0-1,125,right-hand
88,528,696,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,126,right-hand
89,529,697,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,126,right-hand
90,540,708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_spm-5-0-0_con.nii,spm-5-0-0,126,right-hand
91,541,709,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-126_right-hand_spm-5-0-1_con.nii,spm-5-0-1,126,right-hand
92,552,720,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,127,right-hand
93,553,721,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,127,right-hand
94,564,732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_spm-5-0-0_con.nii,spm-5-0-0,127,right-hand
95,565,733,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-127_right-hand_spm-5-0-1_con.nii,spm-5-0-1,127,right-hand
96,576,816,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,130,right-hand
97,577,817,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,130,right-hand
98,588,828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_spm-5-0-0_con.nii,spm-5-0-0,130,right-hand
99,589,829,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-130_right-hand_spm-5-0-1_con.nii,spm-5-0-1,130,right-hand
100,600,840,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,131,right-hand
101,601,841,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,131,right-hand
102,612,852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_spm-5-0-0_con.nii,spm-5-0-0,131,right-hand
103,613,853,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-131_right-hand_spm-5-0-1_con.nii,spm-5-0-1,131,right-hand
104,624,864,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,132,right-hand
105,625,865,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,132,right-hand
106,636,876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_spm-5-0-0_con.nii,spm-5-0-0,132,right-hand
107,637,877,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-132_right-hand_spm-5-0-1_con.nii,spm-5-0-1,132,right-hand
108,648,888,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,133,right-hand
109,649,889,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,133,right-hand
110,660,900,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_spm-5-0-0_con.nii,spm-5-0-0,133,right-hand
111,661,901,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-133_right-hand_spm-5-0-1_con.nii,spm-5-0-1,133,right-hand
112,672,912,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,134,right-hand
113,673,913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,134,right-hand
114,684,924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_spm-5-0-0_con.nii,spm-5-0-0,134,right-hand
115,685,925,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-134_right-hand_spm-5-0-1_con.nii,spm-5-0-1,134,right-hand
116,696,984,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,137,right-hand
117,697,985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,137,right-hand
118,708,996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_spm-5-0-0_con.nii,spm-5-0-0,137,right-hand
119,709,997,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-137_right-hand_spm-5-0-1_con.nii,spm-5-0-1,137,right-hand
120,720,1008,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,138,right-hand
121,721,1009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,138,right-hand
122,732,1020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_spm-5-0-0_con.nii,spm-5-0-0,138,right-hand
123,733,1021,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-138_right-hand_spm-5-0-1_con.nii,spm-5-0-1,138,right-hand
124,744,1032,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,139,right-hand
125,745,1033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,139,right-hand
126,756,1044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_spm-5-0-0_con.nii,spm-5-0-0,139,right-hand
127,757,1045,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-139_right-hand_spm-5-0-1_con.nii,spm-5-0-1,139,right-hand
128,768,1056,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,13,right-hand
129,769,1057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,13,right-hand
130,780,1068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_spm-5-0-0_con.nii,spm-5-0-0,13,right-hand
131,781,1069,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-13_right-hand_spm-5-0-1_con.nii,spm-5-0-1,13,right-hand
132,792,1080,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,140,right-hand
133,793,1081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,140,right-hand
134,804,1092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_spm-5-0-0_con.nii,spm-5-0-0,140,right-hand
135,805,1093,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-140_right-hand_spm-5-0-1_con.nii,spm-5-0-1,140,right-hand
136,816,1104,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,141,right-hand
137,817,1105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,141,right-hand
138,828,1116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_spm-5-0-0_con.nii,spm-5-0-0,141,right-hand
139,829,1117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-141_right-hand_spm-5-0-1_con.nii,spm-5-0-1,141,right-hand
140,840,1128,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,142,right-hand
141,841,1129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,142,right-hand
142,852,1140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_spm-5-0-0_con.nii,spm-5-0-0,142,right-hand
143,853,1141,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-142_right-hand_spm-5-0-1_con.nii,spm-5-0-1,142,right-hand
144,864,1152,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,143,right-hand
145,865,1153,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,143,right-hand
146,876,1164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_spm-5-0-0_con.nii,spm-5-0-0,143,right-hand
147,877,1165,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-143_right-hand_spm-5-0-1_con.nii,spm-5-0-1,143,right-hand
148,888,1176,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,144,right-hand
149,889,1177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,144,right-hand
150,900,1188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_spm-5-0-0_con.nii,spm-5-0-0,144,right-hand
151,901,1189,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-144_right-hand_spm-5-0-1_con.nii,spm-5-0-1,144,right-hand
152,912,1224,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,146,right-hand
153,913,1225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,146,right-hand
154,924,1236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_spm-5-0-0_con.nii,spm-5-0-0,146,right-hand
155,925,1237,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-146_right-hand_spm-5-0-1_con.nii,spm-5-0-1,146,right-hand
156,936,1248,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,147,right-hand
157,937,1249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,147,right-hand
158,948,1260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_spm-5-0-0_con.nii,spm-5-0-0,147,right-hand
159,949,1261,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-147_right-hand_spm-5-0-1_con.nii,spm-5-0-1,147,right-hand
160,960,1296,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_fsl-5-0-0_con.nii,fsl-5-0-0,149,right-hand
161,961,1297,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,149,right-hand
162,972,1308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-149_right-hand_spm-5-0-0_con.nii,spm-5-0-0,149,right-hand
